name;parent;categoria;descripcion
Paraneoptera;Neoptera;Superorden;Insectos como chinches, piojos y trips, con piezas bucales modificadas para succionar fluidos
Holometabola;Neoptera;Superorden;Insectos con metamorfosis completa que pasan por estados de larva, pupa y adulto
Parasitiformes;Acari;Superorden;Grupo de ácaros que incluye a las garrapatas y especies depredadoras o parásitas
Acariformes;Acari;Superorden;El grupo más diverso de ácaros, que incluye especies diminutas, terrestres y acuáticas
Galeomorphi;Selachii;Superorden;Superorden de tiburones modernos con aleta anal, como el gran tiburón blanco
Squalomorphi;Selachii;Superorden;Tiburones de aguas profundas o primitivos que carecen de aleta anal, como el tollo
Dinosauria†;Archosauria;Superorden;Reptiles extintos dominantes del Mesozoico, ancestros directos de las aves actuales
Aequornithes;Neoaves;Superorden;Grupo de aves acuáticas que incluye pingüinos, garzas, pelícanos y cigüeñas
Columbimorphae;Neoaves;Superorden;Clado de aves que agrupa a palomas, gangas y los coloridos mesitos
Mirandornithes ;Neoaves;Superorden;Clado que une de forma sorprendente a los flamencos con los somormujos
Gruiformes;Neoaves;Superorden;Aves diversas que habitan humedales, como las grullas, rascotes y fochas
Strisores;Neoaves;Superorden;Linaje de aves nocturnas o aéreas como vencejos, colibríes y chotacabras
Otidimorphae ;Neoaves;Superorden;Clado de aves terrestres compuesto por avutardas, cucos y turacos
Telluraves;Neoaves;Superorden;El gran grupo de aves terrestres, que incluye rapaces, loros y pájaros cantores
Euarchontoglires;Boreoeutheria;Superorden;Superorden de mamíferos placentarios que agrupa evolutivamente a los roedores, lagomorfos, primates, tupaidos y lémures voladores
Laurasiatheria;Boreoeutheria;Superorden;Gran linaje de mamíferos diversificados en el antiguo continente de Laurasia, como carnívoros, ungulados, cetáceos y murciélagos
Leucosolenida;Calcarea;Orden;Esponjas calcáreas calcificadas con estructura de tipo asconoide, tubulares y de crecimiento colonial ramificado
Suberitida;Demospongiae;Orden;Orden de esponjas de mar de la clase Demospongiae, conocidas por su consistencia compacta y formas a menudo masivas
Dictyoceratida;Demospongiae;Orden;Esponjas de esqueleto córneo sin espículas silíceas; incluye a las famosas y tradicionales esponjas de baño
 Anthoathecata;Hydroidolina;Orden;Hidrozoos marinos que carecen de una cubierta protectora rígida (teca) alrededor de sus pólipos alimenticios
Leptothecata;Hydroidolina;Orden;Hidrozoos cuyos pólipos están protegidos por una cubierta transparente en forma de copa llamada teca
Siphonophora;Hydroidolina;Orden;Colonias flotantes de cnidarios sumamente especializados que actúan juntos como si fueran un único organismo individual
Semaeostomeae;Scyphoza;Orden;Medusas verdaderas grandes con brazos orales alargados y festoneados, como la conocida medusa común
Rhizostomeae;Scyphoza;Orden;Medusas que carecen de tentáculos marginales y poseen brazos orales fusionados que filtran el alimento
Chirodropida;Cubozoa;Orden;Cubomedusas grandes y venenosas con múltiples tentáculos en cada esquina, capaces de provocar picaduras mortales
Actiniaria;Hexacorallia;Orden;Cnidarios solitarios y sésiles conocidos comunmente como anémonas de mar, provistos de tentáculos urticantes
Antipatharia;Hexacorallia;Orden;Corales profundos conocidos como corales negros, con un esqueleto interno oscuro y ramificaciones arbóreas
Scleractinia;Hexacorallia;Orden;Corales pétreos duros que segregan esqueletos de carbonato de calcio, principales constructores de arrecifes arrecifales
 Scleralcyonacea;Octocorallia;Orden;Nuevo orden que clasifica a una gran parte de los octocorales u corales blandos modernos
Malacalcyonacea;Octocorallia;Orden;Linaje redefinido de octocorales que agrupa a diversas familias de corales blandos y formas carnosas
Multivalvulida;Myxosporea;Orden;Parásitos cnidarios microscópicos (mixozoos) cuyas esporas poseen más de tres valvas protectoras
Beroida;Nuda;Orden;Ctenóforos con forma de saco que carecen por completo de tentáculos y devoran a otros ctenóforos
Cydippida;Tentaculata;Orden;Ctenóforos esféricos u ovalados que poseen un par de largos tentáculos ramificados para capturar plancton
Aphragmophora; Sagittoidea;Orden;Gusanos flecha marinos (quetognatos) que carecen de septos ventrales en la cavidad de su cuerpo
 Philodinida;Bdelloidea;Orden;Rotíferos bdeloideos que se desplazan reptando como orugas y sobreviven mediante anhidrobiosis extrema
 Ploima;Monogononta;Orden;El grupo más grande de rotíferos de vida libre, caracterizados por poseer una coraza o lorica rígida
Oligacanthorhynchida;Acanthocephala;Orden;Gusanos parásitos acantocéfalos de cuerpo grande que infectan el intestino de mamíferos y aves
Polycladida;Amplimatricata;Orden;Gusanos planos marinos (turbelarios) de colores llamativos, con un intestino ramificado en múltiples direcciones
Tricladida;Acentrosomata;Orden;Planarias libres terrestres o acuáticas cuyo tubo digestivo se divide exactamente en tres ramas principales
Gyrodactylidea;Monogenea;Orden;Platelmintos parásitos monogéneos que infectan la piel de peces y destacan por ser vivíparos
Capsalidea ;Monogenea;Orden;Monogéneos ectoparásitos planos que se fijan firmemente a la piel y agallas de peces marinos
Plagiorchiida;Trematoda;Orden;Extenso orden de duelas parásitas (trematodos) que requieren múltiples huéspedes en su ciclo biológico
 Strigeidida;Trematoda;Orden;Trematodos parásitos cuyos adultos presentan un órgano de fijación especializado detrás de la ventosa ventral
Cyclophyllidea;Cestoda;Orden;El principal orden de tenias parásitas, caracterizadas por ganchos y ventosas en su cabeza o escólex
Chaetonotida;Gastrotricha;Orden;Pequeños invertebrados acuáticos del grupo de los gastrotricos, cubiertos de escamas o espinas cuticulares
Sipunculiformes;Sipuncula;Orden;Gusanos marinos conocidos como gusanos cacahuate, con un cuerpo cilíndrico y un introverto retractable
Phyllodocida;Errantia;Orden;Gusanos poliquetos marinos móviles con remos laterales (parápodos) bien desarrollados y mandíbulas fuertes
Crassiclitellata;Oligochaeta;Orden;Lombrices de tierra verdaderas, anélidos oligoquetos con un clitelo grueso esencial para la reproducción
Tubificida;Oligochaeta;Orden;Pequeños gusanos oligoquetos acuáticos, abundantes en sedimentos lodosos con bajos niveles de oxígeno
Rhynchobdellida;Hirudinea;Orden;Sanguijuelas acuáticas que poseen una probóscide muscular extensible para succionar fluidos sin usar mandíbulas
Arcida;Autobranchia;Orden;Almejas marinas de concha pesada y charnela recta con muchos dientes, como las arcas de Noé
Mytilida;Autobranchia;Orden;Moluscos bivalvos conocidos popularmente como mejillones, que se fijan a rocas mediante filamentos del biso
Pectinida;Autobranchia;Orden;Moluscos bivalvos que incluyen a las vieiras, capaces de nadar libremente aplaudiendo sus conchas
Chitonida;Neoloricata;Orden;Moluscos marinos llamados quitones, caracterizados por una concha dorsal articulada en ocho placas calcáreas
Lepetellida;Vetigastropoda;Orden;Caracoles marinos primitivos, frecuentemente con conchas en forma de lapa, adaptados a ambientes profundos
Aplysiida;Heterebranchia;Orden;Babosas de mar conocidas como liebres de mar, con conchas internas reducidas y nado elegante
 Stylommatophora;Heterebranchia;Orden;Caracoles y babosas terrestres con ojos situados en las puntas de dos tentáculos retráctiles
Nautilida;Paleocephalopoda;Orden;Cefalópodos marinos vivientes con concha externa espiralada dividida en cámaras con gas para flotar
Octopoda;Neoceplhalopoda;Orden;Cefalópodos marinos de ocho brazos sin concha interna, célebres por su asombrosa inteligencia y camuflaje
Myopsida;Neoceplhalopoda;Orden;Calamares costeros que poseen una membrana corneal transparente protegiendo sus ojos de sedimentos
Heteronemertea;Pilidiophora;Orden;Gusanos de cinta marinos con probóscide ramificada y paredes corporales divididas en tres capas musculares
Lingulida;Lingulata;Orden;Braquiópodos marinos con conchas fosfáticas fosilizadas casi idénticas desde el período Cámbrico antiguo
Cheilostomatida;Gymnolaemata;Orden;El orden más diverso de briozoos, animales coloniales con estuches calcáreos y puertas operculares
Ascarida;Chromadorea;Orden;Nematodos parásitos grandes y redondos que infectan el intestino de humanos y diversos animales domésticos
Oxyurida;Chromadorea;Orden;Pequeños nematodos conocidos como lombrices intestinales o parásitos del ano, comunes en niños pequeños
Tylenchida;Chromadorea;Orden;Nematodos fitoparásitos que dañan cultivos agrícolas utilizando un estilete bucal para perforar células
Trichinellida;Dorylaimia;Orden;Nematodos parásitos tisulares que causan la triquinosis al consumir carne cruda infectada con quistes
Parachela;Eutardigrada;Orden;Tardígrados u osos de agua que carecen de apéndices sensitivos laterales en la parte delantera
Podocopida;Podocopa;Orden;Pequeños crustáceos ostrácodos con un caparazón bivalvo calcificado, abundantes en todo tipo de aguas
Myodocopida;Myodocopa;Orden;Ostrácodos marinos con muescas en su caparazón que les permiten sacar las antenas natatorias
Anostraca;Sarsostraca;Orden;Crustáceos branquiópodos como la Artemia, que nadan invertidos y carecen por completo de caparazón
Notostraca;Phyllopoda;Orden;Crustáceos prehistóricos llamados camarones dinosaurio, con un gran caparazón dorsal en forma de escudo
Diplostraca;Phyllopoda;Orden;Crustáceos pulgas de agua que poseen un caparazón bivalvo transparente que encierra todo su cuerpo
Cyclopoida;Neocopepoda;Orden;Copépodos pequeños con antenas cortas, comunes en el plancton dulceacuícola y portadores de sacos ovíparos
Calanoida;Neocopepoda;Orden;Copépodos dominantemente marinos de antenas larguísimas, componentes vitales en la cadena alimentaria planetaria
Scalpellomorpha;Cirripedia;Orden;Percebes pedunculados primitivos con placas calcáreas adicionales fijados a rocas u objetos flotantes
Pollicipedomorpha;Cirripedia;Orden;Percebes de cuello carnoso apreciados gastronómicamente, comunes en costas rocosas batidas por olas
Balanomorpha;Cirripedia;Orden;Percebes sésiles con forma de volcán que crecen directamente pegados sobre rocas, muelles o ballenas
Amphipoda;Eumalacostraca;Orden;Pequeños crustáceos comprimidos lateralmente, como las pulgas de playa, que carecen de un caparazón verdadero
Isopoda;Eumalacostraca;Orden;Crustáceos aplanados dorsoventralmente que incluyen especies marinas gigantes y a las comunes cochinillas de humedad
Euphausiacea;Eumalacostraca;Orden;Pequeños crustáceos parecidos a camarones conocidos como krill, alimento principal de las grandes ballenas
Decapoda;Eumalacostraca;Orden;Crustáceos de diez patas como cangrejos, langostas y camarones, de enorme relevancia comercial y ecológica
Stomatopoda;Hoplocarida;Orden;Crustáceos marinos agresivos apodados camarones mantis, célebres por sus golpes rápidos y visión ultrapotente
Acerentomata;Protura;Orden;Pequeños hexápodos primitivos (proturos) ciegos, sin antenas, que utilizan sus patas delanteras como guías
Poduromorpha;Collembola;Orden;Colémbolos de cuerpo robusto y rechoncho, comunes en la hojarasca húmeda y el suelo profundo
Entomobryomorpha;Collembola;Orden;Colémbolos alargados de patas y antenas largas, capaces de dar grandes saltos usando su fúrcula
Neelipleona;Collembola;Orden;Diminutos colémbolos de cuerpo globular y antenas extremadamente cortas, habitantes del suelo y humus
Symphypleona;Collembola;Orden;Colémbolos de aspecto redondo con cabeza grande, conocidos por sus saltos en la vegetación superficial
Archaeognatha;Apterygota*;Orden;Insectos sin alas primitivos llamados pececillos de cobre, capaces de saltar doblando su abdomen
Zygentoma (Thysanura);Apterygota*;Orden;Insectos ápteros aplastados como los pececillos de plata, comunes en hogares y bibliotecas viejas
Ephemeroptera;Paleoptera*;Orden;Efímeras, insectos acuáticos cuyos adultos alados viven apenas unas horas dedicados solo a reproducirse
Odonata;Paleoptera*;Orden;Libélulas y caballitos del diablo, depredadores aéreos formidables con ojos compuestos gigantescos y alas independientes
Plecoptera;Polyneoptera;Orden;Insectos cuyas ninfas acuáticas respiran por branquias y los adultos son malos voladores riparios
Orthoptera;Polyneoptera;Orden;Saltamontes, grillos y langostas, caracterizados por patas traseras adaptadas para el salto y canto estridulante
Phasmatodea;Polyneoptera;Orden;Insectos palo e insectos hoja, maestros del camuflaje críptico imitando ramas y follaje vegetal
Blattodea*;Polyneoptera;Orden;Cucarachas e insectos sociales como las termitas, adaptados a procesar detritos orgánicos y madera
Mantodea*;Polyneoptera;Orden;Mantis religiosas, insectos depredadores con patas delanteras raptoras especializadas en emboscar presas vivas
Embioptera;Polyneoptera;Orden;Tejedores de seda, insectos que producen seda con glándulas en sus patas delanteras ensanchadas
Zoraptera;Polyneoptera;Orden;Insectos diminutos y gregarios que habitan bajo cortezas de troncos en descomposición en zonas tropicales
Dermaptera;Polyneoptera;Orden;Tijeretas, insectos con pinzas cercos al final del abdomen usadas para defensa y despliegue alar
Psocodea;Paraneoptera;Orden;Piojos de los libros de vida libre y piojos parásitos verdaderos de aves y mamíferos
Thysanoptera;Paraneoptera;Orden;Trips, insectos diminutos de alas plumosas que succionan savia y transmiten virus a plantas
Hemiptera;Paraneoptera;Orden;Chinches, pulgones y cigarras, caracterizados por un pico succionador para extraer fluidos de plantas o animales
